train_number,journey_date,current_station,next_station,station_sequence,current_departure_delay,previous_departure_delay,delay_change,next_station_sequence,scheduled_travel_time,route_progress,stations_remaining,historical_station_delay,historical_train_delay,scheduled_departure_hour,target_arrival_delay,day_of_week
12920,2026-08-23,PWL,KSV,113,2.0,9.0,-7.0,118,28,0.4808510638297872,122,5.538461538461538,26.223300970873787,21.7,-1.0,6
12920,2026-08-23,KSV,MTJ,118,4.0,2.0,2.0,123,30,0.502127659574468,117,8.692307692307692,26.223300970873787,22.166666666666668,0.0,6
12920,2026-08-23,MTJ,AGC,123,8.0,4.0,4.0,131,37,0.5234042553191489,112,16.307692307692307,26.223300970873787,22.666666666666668,7.0,6
12920,2026-08-23,AGC,DHO,131,15.0,8.0,7.0,135,58,0.5574468085106383,104,27.692307692307693,26.223300970873787,23.333333333333332,-3.0,6
12920,2026-08-23,DHO,MRA,135,2.0,15.0,-13.0,139,37,0.574468085106383,100,18.53846153846154,26.223300970873787,0.25,-15.0,6
12920,2026-08-23,MRA,GWL,139,3.0,2.0,1.0,145,30,0.5914893617021276,96,10.615384615384615,26.223300970873787,0.8666666666666667,5.0,6
12920,2026-08-23,GWL,DBA,145,13.0,3.0,10.0,151,42,0.6170212765957447,90,21.076923076923077,26.223300970873787,1.3666666666666667,9.0,6
12920,2026-08-23,DBA,DAA,151,13.0,13.0,0.0,154,26,0.6425531914893617,84,17.923076923076923,26.223300970873787,2.066666666666667,9.0,6
12920,2026-08-23,DAA,VGLJ,154,14.0,13.0,1.0,156,37,0.6553191489361702,81,23.615384615384617,26.223300970873787,2.5,1.0,6
12920,2026-08-23,VGLJ,BAB,156,14.0,14.0,0.0,159,32,0.6638297872340425,79,19.23076923076923,26.223300970873787,3.216666666666667,10.0,6
12920,2026-08-23,BAB,LAR,159,17.0,14.0,3.0,168,44,0.676595744680851,76,24.0,26.223300970873787,3.65,27.0,6
12920,2026-08-23,LAR,BINA,168,32.0,17.0,15.0,175,69,0.7148936170212766,67,37.38461538461539,26.223300970873787,4.383333333333334,10.0,6
12920,2026-08-23,BINA,BAQ,175,23.0,32.0,-9.0,181,36,0.7446808510638298,60,23.0,26.223300970873787,5.583333333333333,21.0,6
12920,2026-08-23,BAQ,BHS,181,26.0,23.0,3.0,186,27,0.7702127659574468,54,29.615384615384617,26.223300970873787,6.133333333333334,27.0,6
12920,2026-08-23,BHS,NSZ,186,32.0,26.0,6.0,192,57,0.7914893617021277,49,39.38461538461539,26.223300970873787,6.583333333333333,19.0,6
12920,2026-08-23,SHRN,SEH,194,30.0,38.0,-8.0,198,12,0.825531914893617,41,26.223300970873787,26.223300970873787,8.466666666666667,54.0,6
12920,2026-08-23,SEH,KPP,198,64.0,30.0,34.0,202,27,0.8425531914893617,37,75.6923076923077,26.223300970873787,8.65,57.0,6
12920,2026-08-23,KPP,SJP,202,59.0,64.0,-5.0,204,13,0.8595744680851064,33,77.6923076923077,26.223300970873787,9.1,56.0,6
12920,2026-08-23,SJP,AKD,204,60.0,59.0,1.0,206,15,0.8680851063829788,31,78.6923076923077,26.223300970873787,9.333333333333334,54.0,6
12920,2026-08-23,AKD,BCH,206,59.0,60.0,-1.0,210,27,0.8765957446808511,29,77.6923076923077,26.223300970873787,9.566666666666666,51.0,6
12920,2026-08-23,BCH,MKC,210,56.0,59.0,-3.0,212,29,0.8936170212765957,25,76.76923076923077,26.223300970873787,10.033333333333333,40.0,6
12920,2026-08-23,MKC,UJN,212,48.0,56.0,-8.0,217,51,0.902127659574468,23,68.0,26.223300970873787,10.5,25.0,6
12920,2026-08-23,DWX,INDB,223,41.0,41.0,0.0,229,65,0.948936170212766,12,69.15384615384616,26.223300970873787,12.533333333333333,17.0,6
12920,2026-08-23,INDB,DADN,229,22.0,41.0,-19.0,235,50,0.9744680851063829,6,48.15384615384615,26.223300970873787,13.75,11.0,6
12951,2026-08-23,BVI,ST,18,11.0,11.0,0.0,59,143,0.08411214953271028,196,12.615384615384615,8.179775280898877,17.366666666666667,15.0,6
12951,2026-08-23,ST,BRC,59,20.0,11.0,9.0,83,83,0.2757009345794392,155,9.384615384615385,8.179775280898877,19.8,29.0,6
12951,2026-08-23,BRC,RTM,83,32.0,20.0,12.0,119,199,0.3878504672897196,131,14.076923076923077,8.179775280898877,21.266666666666666,29.0,6
12951,2026-08-23,RTM,NAD,119,34.0,32.0,2.0,124,43,0.5560747663551402,95,6.384615384615385,8.179775280898877,0.4666666666666667,24.0,6
12951,2026-08-23,NAD,KOTA,124,29.0,34.0,-5.0,151,127,0.5794392523364486,90,4.3076923076923075,8.179775280898877,1.1666666666666667,35.0,6
12952,2026-08-23,KOTA,NAD,64,8.0,8.0,0.0,91,147,0.29906542056074764,150,8.846153846153847,5.341772151898734,21.666666666666668,-2.0,6
12952,2026-08-23,NAD,RTM,91,3.0,8.0,-5.0,96,33,0.4252336448598131,123,4.461538461538462,5.341772151898734,23.983333333333334,5.0,6
12952,2026-08-23,BRC,ST,132,7.0,7.0,0.0,156,93,0.616822429906542,82,-5.384615384615385,5.341772151898734,3.8333333333333335,6.0,6
12919,2026-08-24,INDB,DWX,7,9.0,4.0,5.0,13,46,0.029914529914529916,227,4.2,111.19583333333334,12.25,3.0,0
12919,2026-08-24,DWX,UJN,13,8.0,9.0,-1.0,19,54,0.05555555555555555,221,8.4,111.19583333333334,12.883333333333333,-12.0,0
12919,2026-08-24,MKC,BCH,24,9.0,9.0,0.0,26,16,0.10256410256410256,210,13.4,111.19583333333334,14.6,6.0,0
12919,2026-08-24,BCH,AKD,26,7.0,9.0,-2.0,30,28,0.1111111111111111,208,16.0,111.19583333333334,14.883333333333333,1.0,0
12919,2026-08-24,AKD,SJP,30,5.0,7.0,-2.0,32,13,0.1282051282051282,204,10.4,111.19583333333334,15.333333333333334,2.0,0
12919,2026-08-24,SJP,KPP,32,5.0,5.0,0.0,34,15,0.13675213675213677,202,11.4,111.19583333333334,15.566666666666666,0.0,0
12919,2026-08-24,KPP,SEH,34,5.0,5.0,0.0,38,23,0.1452991452991453,200,9.4,111.19583333333334,15.8,6.0,0
12919,2026-08-24,SEH,SHRN,38,17.0,5.0,12.0,42,43,0.1623931623931624,196,12.4,111.19583333333334,16.183333333333334,-3.0,0
12919,2026-08-24,SHRN,BPL,42,3.0,17.0,-14.0,43,27,0.1794871794871795,192,3.0,111.19583333333334,16.916666666666668,11.0,0
12919,2026-08-24,NSZ,BHS,44,33.0,33.0,0.0,50,23,0.18803418803418803,190,51.4,111.19583333333334,17.733333333333334,58.0,0
12919,2026-08-24,BHS,BAQ,50,69.0,33.0,36.0,55,26,0.21367521367521367,184,84.2,111.19583333333334,18.116666666666667,136.0,0
12919,2026-08-24,BAQ,BINA,55,141.0,69.0,72.0,61,59,0.23504273504273504,179,94.4,111.19583333333334,18.55,114.0,0
12919,2026-08-24,BINA,LAR,61,124.0,141.0,-17.0,68,44,0.2606837606837607,173,84.0,111.19583333333334,19.583333333333332,136.0,0
12919,2026-08-24,LAR,BAB,68,143.0,124.0,19.0,77,40,0.2905982905982906,166,101.2,111.19583333333334,20.266666666666666,137.0,0
12919,2026-08-24,BAB,VGLJ,77,142.0,143.0,-1.0,80,36,0.32905982905982906,157,102.8,111.19583333333334,20.933333333333334,129.0,0
12919,2026-08-24,VGLJ,DAA,80,140.0,142.0,-2.0,82,29,0.3418803418803419,154,99.0,111.19583333333334,21.633333333333333,138.0,0
12919,2026-08-24,DAA,DBA,82,145.0,140.0,5.0,85,23,0.3504273504273504,152,99.6,111.19583333333334,22.016666666666666,141.0,0
12919,2026-08-24,DBA,GWL,85,144.0,145.0,-1.0,91,32,0.36324786324786323,149,107.6,111.19583333333334,22.4,197.0,0
12919,2026-08-24,GWL,MRA,91,202.0,144.0,58.0,97,31,0.3888888888888889,143,128.0,111.19583333333334,22.933333333333334,195.0,0
12919,2026-08-24,MRA,DHO,97,199.0,202.0,-3.0,101,43,0.41452991452991456,137,131.8,111.19583333333334,23.45,179.0,0
12919,2026-08-24,DHO,AGC,101,183.0,199.0,-16.0,105,32,0.43162393162393164,133,118.0,111.19583333333334,0.16666666666666666,190.0,0
12919,2026-08-24,AGC,MTJ,105,196.0,183.0,13.0,113,43,0.44871794871794873,129,127.2,111.19583333333334,0.75,190.0,0
12919,2026-08-24,MTJ,KSV,113,198.0,196.0,2.0,118,29,0.4829059829059829,121,129.8,111.19583333333334,1.4166666666666667,203.0,0
12919,2026-08-24,KSV,PWL,118,206.0,198.0,8.0,123,66,0.5042735042735043,116,140.2,111.19583333333334,1.9,169.0,0
12919,2026-08-24,PWL,BVH,123,172.0,206.0,-34.0,125,18,0.5256410256410257,111,104.4,111.19583333333334,3.0,171.0,0
12919,2026-08-24,BVH,FDB,125,175.0,172.0,3.0,127,11,0.5341880341880342,109,108.6,111.19583333333334,3.3,193.0,0
12919,2026-08-24,FDB,NZM,127,198.0,175.0,23.0,131,21,0.5427350427350427,107,118.6,111.19583333333334,3.4833333333333334,199.0,0
12919,2026-08-24,NZM,NDLS,131,206.0,198.0,8.0,135,27,0.5598290598290598,103,132.4,111.19583333333334,3.8333333333333335,197.0,0
12919,2026-08-24,NDLS,SNP,135,206.0,206.0,0.0,146,55,0.5769230769230769,99,129.8,111.19583333333334,4.5,221.0,0
12919,2026-08-24,SNP,PNP,146,224.0,206.0,18.0,152,30,0.6239316239316239,88,146.4,111.19583333333334,5.2,229.0,0
12919,2026-08-24,PNP,KUN,152,235.0,224.0,11.0,157,24,0.6495726495726496,82,178.4,111.19583333333334,5.7,231.0,0
12919,2026-08-24,KUN,KKDE,157,233.0,235.0,-2.0,162,26,0.6709401709401709,77,180.8,111.19583333333334,6.1,228.0,0
12919,2026-08-24,KKDE,UMB,162,232.0,233.0,-1.0,168,60,0.6923076923076923,72,178.0,111.19583333333334,6.533333333333333,202.0,0
12919,2026-08-24,UMB,SIR,168,208.0,232.0,-24.0,174,38,0.717948717948718,66,185.0,111.19583333333334,7.583333333333333,210.0,0
12919,2026-08-24,SIR,KNN,174,215.0,208.0,7.0,176,17,0.7435897435897436,60,202.0,111.19583333333334,8.166666666666666,210.0,0
12919,2026-08-24,KNN,LDH,176,213.0,215.0,-2.0,183,75,0.7521367521367521,58,201.6,111.19583333333334,8.45,175.0,0
12919,2026-08-24,LDH,JRC,183,183.0,213.0,-30.0,190,53,0.782051282051282,51,161.8,111.19583333333334,9.833333333333334,184.0,0
12919,2026-08-24,JRC,DZA,190,190.0,183.0,7.0,203,68,0.811965811965812,44,175.2,111.19583333333334,10.6,179.0,0
12919,2026-08-24,DZA,MEX,203,183.0,190.0,-7.0,206,17,0.8675213675213675,31,157.2,111.19583333333334,11.716666666666667,182.0,0
12919,2026-08-24,MEX,PTKC,206,190.0,183.0,7.0,213,29,0.8803418803418803,28,157.4,111.19583333333334,12.0,191.0,0
12919,2026-08-24,PTKC,MSKT,213,195.0,190.0,5.0,217,41,0.9102564102564102,21,165.4,111.19583333333334,12.5,183.0,0
12919,2026-08-24,MSKT,JAT,217,191.0,195.0,-4.0,227,82,0.9273504273504274,17,161.0,111.19583333333334,13.166666666666666,172.0,0
12919,2026-08-24,JAT,RMJK,227,183.0,191.0,-8.0,231,49,0.9700854700854701,7,171.8,111.19583333333334,14.583333333333334,215.0,0
12919,2026-08-24,CRWL,SVDK,233,256.0,256.0,0.0,234,32,0.9957264957264957,1,199.8,111.19583333333334,16.0,251.0,0
12920,2026-08-24,CRWL,MCTM,2,20.0,13.0,7.0,3,19,0.00851063829787234,233,7.928571428571429,25.4024024024024,8.85,9.0,0
12920,2026-08-24,MCTM,RMJK,3,20.0,20.0,0.0,4,16,0.01276595744680851,232,1.9285714285714286,25.4024024024024,9.166666666666666,14.0,0
12920,2026-08-24,RMJK,JAT,4,19.0,20.0,-1.0,8,56,0.01702127659574468,231,7.857142857142857,25.4024024024024,9.433333333333334,17.0,0
12920,2026-08-24,JAT,MSKT,8,18.0,19.0,-1.0,18,75,0.03404255319148936,227,9.642857142857142,25.4024024024024,10.5,6.0,0
12920,2026-08-24,MSKT,PTKC,18,10.0,18.0,-8.0,22,40,0.07659574468085106,217,6.571428571428571,25.4024024024024,11.616666666666667,4.0,0
12920,2026-08-24,PTKC,MEX,22,10.0,10.0,0.0,29,36,0.09361702127659574,213,4.142857142857143,25.4024024024024,12.3,9.0,0
12920,2026-08-24,MEX,DZA,29,13.0,10.0,3.0,32,17,0.12340425531914893,206,8.285714285714286,25.4024024024024,12.883333333333333,11.0,0
12920,2026-08-24,DZA,JRC,32,14.0,13.0,1.0,45,67,0.13617021276595745,203,9.928571428571429,25.4024024024024,13.166666666666666,2.0,0
12920,2026-08-24,JRC,LDH,45,4.0,14.0,-10.0,52,50,0.19148936170212766,190,2.0714285714285716,25.4024024024024,14.3,2.0,0
12920,2026-08-24,LDH,KNN,52,7.0,4.0,3.0,59,53,0.22127659574468084,183,-0.14285714285714285,25.4024024024024,15.25,-2.0,0
12920,2026-08-24,KNN,SIR,59,2.0,7.0,-5.0,61,16,0.251063829787234,176,-5.0,25.4024024024024,16.0,-2.0,0
12920,2026-08-24,SIR,UMB,61,2.0,2.0,0.0,67,46,0.25957446808510637,174,0.5,25.4024024024024,16.266666666666666,-1.0,0
12920,2026-08-24,UMB,KKDE,67,4.0,2.0,2.0,73,35,0.2851063829787234,168,0.6428571428571429,25.4024024024024,17.083333333333332,3.0,0
12920,2026-08-24,KKDE,KUN,73,8.0,4.0,4.0,78,25,0.31063829787234043,162,10.692307692307692,25.4024024024024,17.616666666666667,5.0,0
12920,2026-08-24,KUN,PNP,78,10.0,8.0,2.0,83,24,0.33191489361702126,157,12.428571428571429,25.4024024024024,18.033333333333335,14.0,0
12920,2026-08-24,PNP,SNP,83,19.0,10.0,9.0,90,30,0.35319148936170214,152,21.214285714285715,25.4024024024024,18.433333333333334,20.0,0
12920,2026-08-24,SNP,SZM,90,25.0,19.0,6.0,99,42,0.3829787234042553,145,25.071428571428573,25.4024024024024,18.933333333333334,10.0,0
12920,2026-08-24,FDB,BVH,109,18.0,18.0,0.0,111,11,0.46382978723404256,126,12.571428571428571,25.4024024024024,21.05,14.0,0
12920,2026-08-24,BVH,PWL,111,17.0,18.0,-1.0,113,28,0.4723404255319149,124,12.357142857142858,25.4024024024024,21.233333333333334,4.0,0
12920,2026-08-24,PWL,KSV,113,8.0,17.0,-9.0,118,28,0.4808510638297872,122,4.714285714285714,25.4024024024024,21.7,7.0,0
12920,2026-08-24,KSV,MTJ,118,7.0,8.0,-1.0,123,30,0.502127659574468,117,8.0,25.4024024024024,22.166666666666668,3.0,0
12920,2026-08-24,MTJ,AGC,123,11.0,7.0,4.0,131,37,0.5234042553191489,112,15.142857142857142,25.4024024024024,22.666666666666668,17.0,0
12920,2026-08-24,AGC,DHO,131,22.0,11.0,11.0,135,58,0.5574468085106383,104,26.214285714285715,25.4024024024024,23.333333333333332,1.0,0
12920,2026-08-24,DHO,MRA,135,2.0,22.0,-20.0,139,37,0.574468085106383,100,17.0,25.4024024024024,0.25,-9.0,0
12920,2026-08-24,MRA,GWL,139,3.0,2.0,1.0,145,30,0.5914893617021276,96,8.785714285714286,25.4024024024024,0.8666666666666667,1.0,0
12920,2026-08-24,GWL,DBA,145,11.0,3.0,8.0,151,42,0.6170212765957447,90,19.928571428571427,25.4024024024024,1.3666666666666667,3.0,0
12920,2026-08-24,DBA,DAA,151,7.0,11.0,-4.0,154,26,0.6425531914893617,84,17.285714285714285,25.4024024024024,2.066666666666667,4.0,0
12920,2026-08-24,DAA,VGLJ,154,8.0,7.0,1.0,156,37,0.6553191489361702,81,22.571428571428573,25.4024024024024,2.5,-11.0,0
12920,2026-08-24,VGLJ,BAB,156,8.0,8.0,0.0,159,32,0.6638297872340425,79,17.928571428571427,25.4024024024024,3.216666666666667,3.0,0
12920,2026-08-24,BAB,LAR,159,8.0,8.0,0.0,168,44,0.676595744680851,76,23.0,25.4024024024024,3.65,12.0,0
12920,2026-08-24,LAR,BINA,168,17.0,8.0,9.0,175,69,0.7148936170212766,67,36.642857142857146,25.4024024024024,4.383333333333334,0.0,0
12920,2026-08-24,BINA,BAQ,175,8.0,17.0,-9.0,181,36,0.7446808510638298,60,22.071428571428573,25.4024024024024,5.583333333333333,9.0,0
12920,2026-08-24,BAQ,BHS,181,13.0,8.0,5.0,186,27,0.7702127659574468,54,29.0,25.4024024024024,6.133333333333334,16.0,0
12920,2026-08-24,BHS,NSZ,186,21.0,13.0,8.0,192,57,0.7914893617021277,49,38.5,25.4024024024024,6.583333333333333,40.0,0
12920,2026-08-24,SEH,KPP,198,76.0,76.0,0.0,202,27,0.8425531914893617,37,74.14285714285714,25.4024024024024,8.65,69.0,0
12920,2026-08-24,KPP,SJP,202,73.0,76.0,-3.0,204,13,0.8595744680851064,33,76.21428571428571,25.4024024024024,9.1,70.0,0
12920,2026-08-24,SJP,AKD,204,74.0,73.0,1.0,206,15,0.8680851063829788,31,77.07142857142857,25.4024024024024,9.333333333333334,68.0,0
12920,2026-08-24,AKD,BCH,206,74.0,74.0,0.0,210,27,0.8765957446808511,29,76.0,25.4024024024024,9.566666666666666,69.0,0
12920,2026-08-24,BCH,MKC,210,76.0,74.0,2.0,212,29,0.8936170212765957,25,74.92857142857143,25.4024024024024,10.033333333333333,61.0,0
12920,2026-08-24,MKC,UJN,212,69.0,76.0,-7.0,217,51,0.902127659574468,23,66.0,25.4024024024024,10.5,48.0,0
12920,2026-08-24,DWX,INDB,223,57.0,57.0,0.0,229,65,0.948936170212766,12,66.64285714285714,25.4024024024024,12.533333333333333,29.0,0
12920,2026-08-24,INDB,DADN,229,33.0,57.0,-24.0,235,50,0.9744680851063829,6,45.92857142857143,25.4024024024024,13.75,8.0,0
12951,2026-08-24,ST,BRC,59,9.0,9.0,0.0,83,83,0.2757009345794392,155,9.785714285714286,9.135416666666666,19.8,14.0,0
12951,2026-08-24,BRC,RTM,83,15.0,9.0,6.0,119,199,0.3878504672897196,131,15.142857142857142,9.135416666666666,21.266666666666666,5.0,0
12951,2026-08-24,RTM,NAD,119,10.0,15.0,-5.0,124,43,0.5560747663551402,95,8.0,9.135416666666666,0.4666666666666667,1.0,0
12951,2026-08-24,NAD,KOTA,124,6.0,10.0,-4.0,151,127,0.5794392523364486,90,5.714285714285714,9.135416666666666,1.1666666666666667,7.0,0
12919,2026-08-25,INDB,DWX,7,9.0,4.0,5.0,13,46,0.029914529914529916,227,4.166666666666667,115.58680555555556,12.25,1.0,1
12919,2026-08-25,DWX,UJN,13,6.0,9.0,-3.0,19,54,0.05555555555555555,221,7.5,115.58680555555556,12.883333333333333,-15.0,1
12919,2026-08-25,MKC,BCH,24,3.0,3.0,0.0,26,16,0.10256410256410256,210,11.666666666666666,115.58680555555556,14.6,2.0,1
12919,2026-08-25,BCH,AKD,26,3.0,3.0,0.0,30,28,0.1111111111111111,208,14.333333333333334,115.58680555555556,14.883333333333333,-3.0,1
12919,2026-08-25,AKD,SJP,30,1.0,3.0,-2.0,32,13,0.1282051282051282,204,8.833333333333334,115.58680555555556,15.333333333333334,1.0,1
12919,2026-08-25,SJP,KPP,32,4.0,1.0,3.0,34,15,0.13675213675213677,202,9.833333333333334,115.58680555555556,15.566666666666666,-2.0,1
12919,2026-08-25,KPP,SEH,34,2.0,4.0,-2.0,38,23,0.1452991452991453,200,7.833333333333333,115.58680555555556,15.8,3.0,1
12919,2026-08-25,SEH,SHRN,38,17.0,2.0,15.0,42,43,0.1623931623931624,196,11.333333333333334,115.58680555555556,16.183333333333334,16.0,1
12919,2026-08-25,SHRN,BPL,42,23.0,17.0,6.0,43,27,0.1794871794871795,192,2.0,115.58680555555556,16.916666666666668,25.0,1
12919,2026-08-25,NSZ,BHS,44,49.0,49.0,0.0,50,23,0.18803418803418803,190,48.166666666666664,115.58680555555556,17.733333333333334,66.0,1
12919,2026-08-25,BHS,BAQ,50,71.0,49.0,22.0,55,26,0.21367521367521367,184,79.83333333333333,115.58680555555556,18.116666666666667,70.0,1
12919,2026-08-25,BAQ,BINA,55,74.0,71.0,3.0,61,59,0.23504273504273504,179,101.33333333333333,115.58680555555556,18.55,57.0,1
12919,2026-08-25,LAR,BAB,68,91.0,75.0,16.0,77,40,0.2905982905982906,166,107.0,115.58680555555556,20.266666666666666,94.0,1
12919,2026-08-25,BAB,VGLJ,77,98.0,91.0,7.0,80,36,0.32905982905982906,157,108.5,115.58680555555556,20.933333333333334,83.0,1
12919,2026-08-25,VGLJ,DAA,80,89.0,98.0,-9.0,82,29,0.3418803418803419,154,104.0,115.58680555555556,21.633333333333333,89.0,1
12919,2026-08-25,DAA,DBA,82,95.0,89.0,6.0,85,23,0.3504273504273504,152,106.0,115.58680555555556,22.016666666666666,92.0,1
12919,2026-08-25,DBA,GWL,85,96.0,95.0,1.0,91,32,0.36324786324786323,149,113.16666666666667,115.58680555555556,22.4,93.0,1
12919,2026-08-25,GWL,MRA,91,99.0,96.0,3.0,97,31,0.3888888888888889,143,139.5,115.58680555555556,22.933333333333334,92.0,1
12919,2026-08-25,MRA,DHO,97,95.0,99.0,-4.0,101,43,0.41452991452991456,137,142.33333333333334,115.58680555555556,23.45,75.0,1
12919,2026-08-25,DHO,AGC,101,78.0,95.0,-17.0,105,32,0.43162393162393164,133,128.16666666666666,115.58680555555556,0.16666666666666666,84.0,1
12919,2026-08-25,AGC,MTJ,105,92.0,78.0,14.0,113,43,0.44871794871794873,129,137.66666666666666,115.58680555555556,0.75,85.0,1
12919,2026-08-25,MTJ,KSV,113,90.0,92.0,-2.0,118,29,0.4829059829059829,121,139.83333333333334,115.58680555555556,1.4166666666666667,93.0,1
12919,2026-08-25,KSV,PWL,118,100.0,90.0,10.0,123,66,0.5042735042735043,116,150.66666666666666,115.58680555555556,1.9,58.0,1
12919,2026-08-25,PWL,BVH,123,62.0,100.0,-38.0,125,18,0.5256410256410257,111,115.16666666666667,115.58680555555556,3.0,59.0,1
12919,2026-08-25,BVH,FDB,125,61.0,62.0,-1.0,127,11,0.5341880341880342,109,119.0,115.58680555555556,3.3,70.0,1
12919,2026-08-25,FDB,NZM,127,74.0,61.0,13.0,131,21,0.5427350427350427,107,131.0,115.58680555555556,3.4833333333333334,114.0,1
12919,2026-08-25,NZM,NDLS,131,121.0,74.0,47.0,135,27,0.5598290598290598,103,143.5,115.58680555555556,3.8333333333333335,113.0,1
12919,2026-08-25,NDLS,SNP,135,121.0,121.0,0.0,146,55,0.5769230769230769,99,141.0,115.58680555555556,4.5,149.0,1
12919,2026-08-25,SNP,PNP,146,153.0,121.0,32.0,152,30,0.6239316239316239,88,158.83333333333334,115.58680555555556,5.2,195.0,1
12919,2026-08-25,PNP,KUN,152,199.0,153.0,46.0,157,24,0.6495726495726496,82,186.83333333333334,115.58680555555556,5.7,201.0,1
12919,2026-08-25,KUN,KKDE,157,211.0,199.0,12.0,162,26,0.6709401709401709,77,189.16666666666666,115.58680555555556,6.1,227.0,1
12919,2026-08-25,KKDE,UMB,162,233.0,211.0,22.0,168,60,0.6923076923076923,72,186.33333333333334,115.58680555555556,6.533333333333333,212.0,1
12919,2026-08-25,UMB,SIR,168,216.0,233.0,-17.0,174,38,0.717948717948718,66,187.83333333333334,115.58680555555556,7.583333333333333,218.0,1
12919,2026-08-25,SIR,KNN,174,222.0,216.0,6.0,176,17,0.7435897435897436,60,203.33333333333334,115.58680555555556,8.166666666666666,217.0,1
12919,2026-08-25,KNN,LDH,176,218.0,222.0,-4.0,183,75,0.7521367521367521,58,203.0,115.58680555555556,8.45,182.0,1
12919,2026-08-25,LDH,JRC,183,187.0,218.0,-31.0,190,53,0.782051282051282,51,164.0,115.58680555555556,9.833333333333334,186.0,1
12919,2026-08-25,JRC,DZA,190,192.0,187.0,5.0,203,68,0.811965811965812,44,176.66666666666666,115.58680555555556,10.6,182.0,1
12919,2026-08-25,DZA,MEX,203,186.0,192.0,-6.0,206,17,0.8675213675213675,31,160.83333333333334,115.58680555555556,11.716666666666667,183.0,1
12919,2026-08-25,MEX,PTKC,206,187.0,186.0,1.0,213,29,0.8803418803418803,28,161.5,115.58680555555556,12.0,189.0,1
12919,2026-08-25,PTKC,MSKT,213,192.0,187.0,5.0,217,41,0.9102564102564102,21,169.66666666666666,115.58680555555556,12.5,181.0,1
12919,2026-08-25,MSKT,JAT,217,185.0,192.0,-7.0,227,82,0.9273504273504274,17,164.66666666666666,115.58680555555556,13.166666666666666,237.0,1
12919,2026-08-25,JAT,RMJK,227,267.0,185.0,82.0,231,49,0.9700854700854701,7,171.83333333333334,115.58680555555556,14.583333333333334,273.0,1
12919,2026-08-25,CRWL,SVDK,233,286.0,286.0,0.0,234,32,0.9957264957264957,1,202.16666666666666,115.58680555555556,16.0,280.0,1
12920,2026-08-25,CRWL,MCTM,2,12.0,7.0,5.0,3,19,0.00851063829787234,233,8.333333333333334,24.84733893557423,8.85,1.0,1
12920,2026-08-25,MCTM,RMJK,3,11.0,12.0,-1.0,4,16,0.01276595744680851,232,2.4,24.84733893557423,9.166666666666666,6.0,1
12920,2026-08-25,RMJK,JAT,4,14.0,11.0,3.0,8,56,0.01702127659574468,231,8.266666666666667,24.84733893557423,9.433333333333334,26.0,1
12920,2026-08-25,JAT,MSKT,8,29.0,14.0,15.0,18,75,0.03404255319148936,227,10.133333333333333,24.84733893557423,10.5,17.0,1
12920,2026-08-25,MSKT,PTKC,18,23.0,29.0,-6.0,22,40,0.07659574468085106,217,6.533333333333333,24.84733893557423,11.616666666666667,15.0,1
12920,2026-08-25,PTKC,MEX,22,20.0,23.0,-3.0,29,36,0.09361702127659574,213,4.133333333333334,24.84733893557423,12.3,18.0,1
12920,2026-08-25,MEX,DZA,29,23.0,20.0,3.0,32,17,0.12340425531914893,206,8.333333333333334,24.84733893557423,12.883333333333333,19.0,1
12920,2026-08-25,DZA,JRC,32,23.0,23.0,0.0,45,67,0.13617021276595745,203,10.0,24.84733893557423,13.166666666666666,6.0,1
12920,2026-08-25,JRC,LDH,45,10.0,23.0,-13.0,52,50,0.19148936170212766,190,2.066666666666667,24.84733893557423,14.3,-5.0,1
12920,2026-08-25,LDH,KNN,52,4.0,10.0,-6.0,59,53,0.22127659574468084,183,0.0,24.84733893557423,15.25,-7.0,1
12920,2026-08-25,KNN,SIR,59,4.0,4.0,0.0,61,16,0.251063829787234,176,-4.8,24.84733893557423,16.0,0.0,1
12920,2026-08-25,SIR,UMB,61,5.0,4.0,1.0,67,46,0.25957446808510637,174,0.3333333333333333,24.84733893557423,16.266666666666666,0.0,1
12920,2026-08-25,UMB,KKDE,67,5.0,5.0,0.0,73,35,0.2851063829787234,168,0.5333333333333333,24.84733893557423,17.083333333333332,3.0,1
12920,2026-08-25,KKDE,KUN,73,7.0,5.0,2.0,78,25,0.31063829787234043,162,10.142857142857142,24.84733893557423,17.616666666666667,3.0,1
12920,2026-08-25,KUN,PNP,78,8.0,7.0,1.0,83,24,0.33191489361702126,157,11.933333333333334,24.84733893557423,18.033333333333335,12.0,1
12920,2026-08-25,PNP,SNP,83,15.0,8.0,7.0,90,30,0.35319148936170214,152,20.733333333333334,24.84733893557423,18.433333333333334,13.0,1
12920,2026-08-25,SNP,SZM,90,18.0,15.0,3.0,99,42,0.3829787234042553,145,24.733333333333334,24.84733893557423,18.933333333333334,21.0,1
12920,2026-08-25,FDB,BVH,109,16.0,16.0,0.0,111,11,0.46382978723404256,126,12.4,24.84733893557423,21.05,11.0,1
12920,2026-08-25,BVH,PWL,111,16.0,16.0,0.0,113,28,0.4723404255319149,124,12.466666666666667,24.84733893557423,21.233333333333334,1.0,1
12920,2026-08-25,PWL,KSV,113,3.0,16.0,-13.0,118,28,0.4808510638297872,122,4.666666666666667,24.84733893557423,21.7,1.0,1
