train_number,journey_date,current_station,next_station,station_sequence,current_departure_delay,previous_departure_delay,next_station_sequence,scheduled_travel_time,target_arrival_delay,day_of_week
12919,2026-09-11,SEH,SHRN,38,14.0,12.0,42,43.0,-3.0,4
12919,2026-09-11,SHRN,BPL,42,26.0,14.0,43,27.0,31.0,4
12919,2026-09-11,BPL,NSZ,43,74.0,26.0,44,22.0,75.0,4
12919,2026-09-11,NSZ,BHS,44,74.0,74.0,50,23.0,91.0,4
12919,2026-09-11,BHS,BAQ,50,91.0,74.0,55,26.0,97.0,4
12919,2026-09-11,BAQ,BINA,55,98.0,91.0,61,59.0,78.0,4
12919,2026-09-11,BINA,LAR,61,79.0,98.0,68,44.0,102.0,4
12919,2026-09-11,LAR,BAB,68,103.0,79.0,77,40.0,105.0,4
12919,2026-09-11,BAB,VGLJ,77,106.0,103.0,80,36.0,94.0,4
12919,2026-09-11,VGLJ,DAA,80,95.0,106.0,82,29.0,103.0,4
12919,2026-09-11,DAA,DBA,82,103.0,95.0,85,23.0,103.0,4
12919,2026-09-11,DBA,GWL,85,103.0,103.0,91,32.0,109.0,4
12919,2026-09-11,GWL,MRA,91,110.0,103.0,97,31.0,107.0,4
12919,2026-09-11,MRA,DHO,97,107.0,110.0,101,43.0,88.0,4
12919,2026-09-11,DHO,AGC,101,88.0,107.0,105,32.0,103.0,4
12919,2026-09-11,AGC,MTJ,105,103.0,88.0,113,43.0,104.0,4
12919,2026-09-11,MTJ,KSV,113,105.0,103.0,118,29.0,106.0,4
12919,2026-09-11,KSV,PWL,118,110.0,105.0,123,66.0,80.0,4
12919,2026-09-11,NZM,NDLS,131,128.0,128.0,135,27.0,146.0,4
12919,2026-09-11,NDLS,SNP,135,142.0,128.0,146,55.0,184.0,4
12919,2026-09-11,SNP,PNP,146,204.0,142.0,153,30.0,258.0,4
12919,2026-09-11,PNP,KUN,153,258.0,204.0,158,24.0,258.0,4
12919,2026-09-11,KUN,KKDE,158,258.0,258.0,163,26.0,277.0,4
12919,2026-09-11,KKDE,UMB,163,277.0,258.0,169,60.0,292.0,4
12919,2026-09-11,UMB,SIR,169,293.0,277.0,175,38.0,302.0,4
12919,2026-09-11,SIR,KNN,175,302.0,293.0,177,17.0,301.0,4
12919,2026-09-11,KNN,LDH,177,343.0,302.0,184,75.0,367.0,4
12919,2026-09-11,LDH,JRC,184,373.0,343.0,191,53.0,405.0,4
12919,2026-09-11,JRC,DZA,191,405.0,373.0,204,68.0,387.0,4
12919,2026-09-11,DZA,MEX,204,387.0,405.0,207,17.0,389.0,4
12919,2026-09-11,MEX,PTKC,207,389.0,387.0,214,29.0,395.0,4
12919,2026-09-11,PTKC,MSKT,214,395.0,389.0,218,41.0,388.0,4
12919,2026-09-11,MSKT,JAT,218,390.0,395.0,228,82.0,374.0,4
12919,2026-09-11,JAT,RMJK,228,376.0,390.0,232,49.0,407.0,4
12919,2026-09-11,RMJK,MCTM,232,406.0,376.0,233,24.0,399.0,4
12919,2026-09-11,MCTM,CRWL,233,399.0,406.0,234,15.0,403.0,4
12919,2026-09-11,CRWL,SVDK,234,412.0,399.0,235,32.0,401.0,4
12919,2026-09-12,INDB,DWX,2,13.0,4.0,3,46.0,1.0,5
12919,2026-09-12,DWX,UJN,3,3.0,13.0,4,54.0,0.0,5
12919,2026-09-12,MKC,BCH,5,10.0,10.0,6,16.0,8.0,5
12919,2026-09-12,BCH,AKD,6,8.0,10.0,7,28.0,6.0,5
12919,2026-09-12,AKD,SJP,7,9.0,8.0,8,13.0,8.0,5
12919,2026-09-12,SJP,KPP,8,9.0,9.0,9,15.0,5.0,5
12919,2026-09-12,KPP,SEH,9,8.0,9.0,10,23.0,3.0,5
12919,2026-09-12,SEH,SHRN,10,8.0,8.0,11,43.0,0.0,5
12919,2026-09-12,SHRN,BPL,11,0.0,8.0,12,27.0,5.0,5
12919,2026-09-12,BPL,NSZ,12,7.0,0.0,13,22.0,30.0,5
12919,2026-09-12,NSZ,BHS,13,40.0,7.0,14,23.0,64.0,5
12919,2026-09-12,BHS,BAQ,14,66.0,40.0,15,26.0,71.0,5
12919,2026-09-12,BAQ,BINA,15,72.0,66.0,16,59.0,78.0,5
12919,2026-09-12,BINA,LAR,16,85.0,72.0,17,44.0,90.0,5
12919,2026-09-12,LAR,BAB,17,97.0,85.0,18,40.0,94.0,5
12919,2026-09-12,BAB,VGLJ,18,100.0,97.0,19,36.0,96.0,5
12919,2026-09-12,VGLJ,DAA,19,103.0,100.0,20,29.0,100.0,5
12919,2026-09-12,DAA,DBA,20,107.0,103.0,21,23.0,102.0,5
12919,2026-09-12,DBA,GWL,21,109.0,107.0,22,32.0,118.0,5
12919,2026-09-12,GWL,MRA,22,118.0,109.0,23,31.0,118.0,5
12919,2026-09-12,MRA,DHO,23,118.0,118.0,24,43.0,118.0,5
12919,2026-09-12,DHO,AGC,24,118.0,118.0,25,32.0,118.0,5
12919,2026-09-12,AGC,MTJ,25,118.0,118.0,26,43.0,118.0,5
12919,2026-09-12,MTJ,KSV,26,118.0,118.0,27,29.0,118.0,5
12919,2026-09-12,KSV,PWL,27,118.0,118.0,28,66.0,118.0,5
12919,2026-09-12,PWL,BVH,28,118.0,118.0,29,18.0,118.0,5
12919,2026-09-12,BVH,FDB,29,118.0,118.0,30,11.0,118.0,5
12919,2026-09-12,FDB,NZM,30,118.0,118.0,31,21.0,118.0,5
12919,2026-09-12,NZM,NDLS,31,118.0,118.0,32,27.0,118.0,5
12919,2026-09-12,NDLS,SNP,32,118.0,118.0,33,55.0,118.0,5
12919,2026-09-12,SNP,PNP,33,118.0,118.0,34,30.0,118.0,5
12919,2026-09-12,PNP,KUN,34,118.0,118.0,35,24.0,118.0,5
12919,2026-09-12,KUN,KKDE,35,118.0,118.0,36,26.0,118.0,5
12919,2026-09-12,KKDE,UMB,36,118.0,118.0,37,60.0,118.0,5
12919,2026-09-12,UMB,SIR,37,118.0,118.0,38,38.0,118.0,5
12919,2026-09-12,SIR,KNN,38,118.0,118.0,39,17.0,118.0,5
12919,2026-09-12,KNN,LDH,39,118.0,118.0,40,75.0,118.0,5
12919,2026-09-12,LDH,JRC,40,118.0,118.0,41,53.0,118.0,5
12919,2026-09-12,JRC,DZA,41,118.0,118.0,42,68.0,118.0,5
12919,2026-09-12,DZA,MEX,42,118.0,118.0,43,17.0,118.0,5
12919,2026-09-12,MEX,PTKC,43,118.0,118.0,44,29.0,118.0,5
12919,2026-09-12,PTKC,MSKT,44,118.0,118.0,45,41.0,118.0,5
12919,2026-09-12,MSKT,JAT,45,118.0,118.0,46,82.0,118.0,5
12919,2026-09-12,JAT,RMJK,46,118.0,118.0,47,49.0,118.0,5
12919,2026-09-12,RMJK,MCTM,47,118.0,118.0,48,24.0,118.0,5
12919,2026-09-12,MCTM,CRWL,48,118.0,118.0,49,15.0,118.0,5
12919,2026-09-12,CRWL,SVDK,49,118.0,118.0,50,32.0,118.0,5
12920,2026-08-10,CRWL,MCTM,2,12.0,13.0,3,19.0,3.0,0
12920,2026-08-10,MCTM,RMJK,3,13.0,12.0,4,16.0,7.0,0
12920,2026-08-11,CRWL,MCTM,2,11.0,8.0,3,19.0,2.0,1
12920,2026-08-11,MCTM,RMJK,3,11.0,11.0,4,16.0,6.0,1
12920,2026-08-12,CRWL,MCTM,2,10.0,6.0,3,19.0,-2.0,2
12920,2026-08-12,MCTM,RMJK,3,8.0,10.0,4,16.0,4.0,2
12920,2026-08-13,CRWL,MCTM,2,9.0,7.0,3,19.0,-2.0,3
12920,2026-08-13,MCTM,RMJK,3,8.0,9.0,4,16.0,4.0,3
12920,2026-08-14,CRWL,MCTM,2,14.0,6.0,3,19.0,3.0,4
12920,2026-08-14,MCTM,RMJK,3,16.0,14.0,4,16.0,13.0,4
12920,2026-08-15,CRWL,MCTM,2,10.0,7.0,3,19.0,0.0,5
12920,2026-08-15,MCTM,RMJK,3,13.0,10.0,4,16.0,7.0,5
12920,2026-08-16,CRWL,MCTM,2,10.0,8.0,3,19.0,-1.0,6
12920,2026-08-16,MCTM,RMJK,3,10.0,10.0,4,16.0,6.0,6
12920,2026-08-17,CRWL,MCTM,2,5.0,6.0,3,19.0,1.0,0
12920,2026-08-17,MCTM,RMJK,3,10.0,5.0,4,16.0,6.0,0
12920,2026-08-18,CRWL,MCTM,2,17.0,12.0,3,19.0,5.0,1
12920,2026-08-18,MCTM,RMJK,3,15.0,17.0,4,16.0,11.0,1
12920,2026-08-19,CRWL,MCTM,2,11.0,8.0,3,19.0,0.0,2
12920,2026-08-19,MCTM,RMJK,3,11.0,11.0,4,16.0,4.0,2
12920,2026-08-20,CRWL,MCTM,2,10.0,8.0,3,19.0,0.0,3
12920,2026-08-20,MCTM,RMJK,3,8.0,10.0,4,16.0,10.0,3
12920,2026-08-20,RMJK,JAT,4,10.0,8.0,8,56.0,4.0,3
12920,2026-08-20,JAT,MSKT,8,6.0,10.0,18,75.0,1.0,3
12920,2026-08-20,MSKT,PTKC,18,6.0,6.0,22,40.0,1.0,3
12920,2026-08-20,PTKC,MEX,22,4.0,6.0,29,36.0,3.0,3
12920,2026-08-20,MEX,DZA,29,6.0,4.0,32,17.0,1.0,3
12920,2026-08-20,DZA,JRC,32,8.0,6.0,45,67.0,0.0,3
12920,2026-08-20,JRC,LDH,45,8.0,8.0,52,50.0,5.0,3
12920,2026-08-20,LDH,KNN,52,7.0,8.0,59,53.0,0.0,3
12920,2026-08-20,KNN,SIR,59,1.0,7.0,61,16.0,0.0,3
12920,2026-08-20,SIR,UMB,61,3.0,1.0,67,46.0,0.0,3
12920,2026-08-20,UMB,KKDE,67,1.0,3.0,73,35.0,3.0,3
12920,2026-08-20,KKDE,KUN,73,8.0,1.0,78,25.0,1.0,3
12920,2026-08-20,KUN,PNP,78,7.0,8.0,83,24.0,5.0,3
12920,2026-08-20,PNP,SNP,83,12.0,7.0,90,30.0,11.0,3
12920,2026-08-20,SNP,SZM,90,18.0,12.0,99,42.0,3.0,3
12920,2026-08-20,FDB,BVH,109,16.0,16.0,111,11.0,15.0,3
12920,2026-08-20,BVH,PWL,111,14.0,16.0,113,28.0,1.0,3
12920,2026-08-20,PWL,KSV,113,6.0,14.0,118,28.0,0.0,3
12920,2026-08-20,KSV,MTJ,118,5.0,6.0,123,30.0,3.0,3
12920,2026-08-20,MTJ,AGC,123,7.0,5.0,131,37.0,19.0,3
12920,2026-08-20,AGC,DHO,131,28.0,7.0,135,58.0,9.0,3
12920,2026-08-20,DHO,MRA,135,13.0,28.0,139,37.0,1.0,3
12920,2026-08-20,MRA,GWL,139,7.0,13.0,145,30.0,14.0,3
12920,2026-08-20,GWL,DBA,145,17.0,7.0,151,42.0,9.0,3
12920,2026-08-20,DBA,DAA,151,10.0,17.0,154,26.0,8.0,3
12920,2026-08-20,DAA,VGLJ,154,12.0,10.0,156,37.0,9.0,3
12920,2026-08-20,VGLJ,BAB,156,12.0,12.0,159,32.0,21.0,3
12920,2026-08-20,BAB,LAR,159,27.0,12.0,168,44.0,28.0,3
12920,2026-08-20,LAR,BINA,168,30.0,27.0,175,69.0,2.0,3
12920,2026-08-20,BINA,BAQ,175,7.0,30.0,181,36.0,3.0,3
12920,2026-08-20,BAQ,BHS,181,9.0,7.0,186,27.0,10.0,3
12920,2026-08-20,BHS,NSZ,186,13.0,9.0,192,57.0,0.0,3
12920,2026-08-20,SEH,KPP,198,44.0,44.0,202,27.0,39.0,3
12920,2026-08-20,KPP,SJP,202,40.0,44.0,204,13.0,37.0,3
12920,2026-08-20,SJP,AKD,204,43.0,40.0,206,15.0,40.0,3
12920,2026-08-20,AKD,BCH,206,41.0,43.0,210,27.0,38.0,3
12920,2026-08-20,BCH,MKC,210,43.0,41.0,212,29.0,28.0,3
12920,2026-08-20,MKC,UJN,212,39.0,43.0,217,51.0,41.0,3
12920,2026-08-20,DWX,INDB,223,24.0,24.0,229,65.0,3.0,3
12920,2026-08-20,INDB,DADN,229,15.0,24.0,235,50.0,4.0,3
12920,2026-08-21,CRWL,MCTM,2,10.0,6.0,3,19.0,0.0,4
12920,2026-08-21,MCTM,RMJK,3,10.0,10.0,4,16.0,5.0,4
12920,2026-08-21,RMJK,JAT,4,8.0,10.0,8,56.0,1.0,4
12920,2026-08-21,JAT,MSKT,8,4.0,8.0,18,75.0,-4.0,4
12920,2026-08-21,MSKT,PTKC,18,4.0,4.0,22,40.0,-3.0,4
12920,2026-08-21,PTKC,MEX,22,4.0,4.0,29,36.0,3.0,4
12920,2026-08-21,MEX,DZA,29,8.0,4.0,32,17.0,4.0,4
12920,2026-08-21,DZA,JRC,32,8.0,8.0,45,67.0,1.0,4
12920,2026-08-21,JRC,LDH,45,9.0,8.0,52,50.0,-2.0,4
12920,2026-08-21,LDH,KNN,52,6.0,9.0,59,53.0,-11.0,4
12920,2026-08-21,KNN,SIR,59,3.0,6.0,61,16.0,1.0,4
12920,2026-08-21,SIR,UMB,61,4.0,3.0,67,46.0,-2.0,4
12920,2026-08-21,UMB,KKDE,67,4.0,4.0,73,35.0,6.0,4
12920,2026-08-21,KKDE,KUN,73,10.0,4.0,78,25.0,7.0,4
12920,2026-08-21,KUN,PNP,78,11.0,10.0,83,24.0,14.0,4
12920,2026-08-21,PNP,SNP,83,19.0,11.0,90,30.0,17.0,4
12920,2026-08-21,SNP,SZM,90,21.0,19.0,99,42.0,11.0,4
12920,2026-08-21,FDB,BVH,109,16.0,16.0,111,11.0,11.0,4
12920,2026-08-21,BVH,PWL,111,15.0,16.0,113,28.0,0.0,4
12920,2026-08-21,PWL,KSV,113,5.0,15.0,118,28.0,1.0,4
12920,2026-08-21,KSV,MTJ,118,3.0,5.0,123,30.0,6.0,4
12920,2026-08-21,MTJ,AGC,123,15.0,3.0,131,37.0,24.0,4
12920,2026-08-21,AGC,DHO,131,31.0,15.0,135,58.0,17.0,4
12920,2026-08-21,DHO,MRA,135,19.0,31.0,139,37.0,5.0,4
12920,2026-08-21,MRA,GWL,139,14.0,19.0,145,30.0,14.0,4
12920,2026-08-21,GWL,DBA,145,19.0,14.0,151,42.0,10.0,4
12920,2026-08-21,DBA,DAA,151,15.0,19.0,154,26.0,26.0,4
12920,2026-08-21,DAA,VGLJ,154,30.0,15.0,156,37.0,14.0,4
12920,2026-08-21,VGLJ,BAB,156,22.0,30.0,159,32.0,16.0,4
12920,2026-08-21,BAB,LAR,159,22.0,22.0,168,44.0,20.0,4
12920,2026-08-21,LAR,BINA,168,24.0,22.0,175,69.0,12.0,4
12920,2026-08-21,BINA,BAQ,175,19.0,24.0,181,36.0,13.0,4
12920,2026-08-21,BAQ,BHS,181,16.0,19.0,186,27.0,19.0,4
12920,2026-08-21,BHS,NSZ,186,23.0,16.0,192,57.0,31.0,4
12920,2026-08-21,SEH,KPP,198,58.0,58.0,202,27.0,50.0,4
12920,2026-08-21,KPP,SJP,202,53.0,58.0,204,13.0,51.0,4
12920,2026-08-21,SJP,AKD,204,54.0,53.0,206,15.0,53.0,4
12920,2026-08-21,AKD,BCH,206,53.0,54.0,210,27.0,56.0,4
12920,2026-08-21,BCH,MKC,210,62.0,53.0,212,29.0,51.0,4
12920,2026-08-21,MKC,UJN,212,59.0,62.0,217,51.0,60.0,4
12920,2026-08-21,DWX,INDB,223,69.0,69.0,229,65.0,47.0,4
12920,2026-08-21,INDB,DADN,229,62.0,69.0,235,50.0,38.0,4
12920,2026-08-22,CRWL,MCTM,2,19.0,14.0,3,19.0,7.0,5
12920,2026-08-22,MCTM,RMJK,3,16.0,19.0,4,16.0,12.0,5
12920,2026-08-22,RMJK,JAT,4,15.0,16.0,8,56.0,8.0,5
12920,2026-08-22,JAT,MSKT,8,22.0,15.0,18,75.0,10.0,5
12920,2026-08-22,MSKT,PTKC,18,17.0,22.0,22,40.0,8.0,5
12920,2026-08-22,PTKC,MEX,22,14.0,17.0,29,36.0,13.0,5
12920,2026-08-22,MEX,DZA,29,17.0,14.0,32,17.0,14.0,5
12920,2026-08-22,DZA,JRC,32,19.0,17.0,45,67.0,5.0,5
12920,2026-08-22,JRC,LDH,45,9.0,19.0,52,50.0,-1.0,5
12920,2026-08-22,LDH,KNN,52,7.0,9.0,59,53.0,-9.0,5
12920,2026-08-22,KNN,SIR,59,3.0,7.0,61,16.0,1.0,5
12920,2026-08-22,SIR,UMB,61,6.0,3.0,67,46.0,2.0,5
12920,2026-08-22,UMB,KKDE,67,10.0,6.0,73,35.0,9.0,5
12920,2026-08-22,KKDE,KUN,73,12.0,10.0,78,25.0,8.0,5
12920,2026-08-22,KUN,PNP,78,12.0,12.0,83,24.0,15.0,5
12920,2026-08-22,PNP,SNP,83,19.0,12.0,90,30.0,19.0,5
12920,2026-08-22,SNP,SZM,90,24.0,19.0,99,42.0,13.0,5
12920,2026-08-22,FDB,BVH,109,12.0,12.0,111,11.0,8.0,5
12920,2026-08-22,BVH,PWL,111,10.0,12.0,113,28.0,-4.0,5
12920,2026-08-22,PWL,KSV,113,2.0,10.0,118,28.0,-1.0,5
12920,2026-08-22,KSV,MTJ,118,3.0,2.0,123,30.0,0.0,5
12920,2026-08-22,MTJ,AGC,123,6.0,3.0,131,37.0,10.0,5
12920,2026-08-22,AGC,DHO,131,17.0,6.0,135,58.0,-3.0,5
12920,2026-08-22,DHO,MRA,135,2.0,17.0,139,37.0,-16.0,5
12920,2026-08-22,MRA,GWL,139,3.0,2.0,145,30.0,0.0,5
12920,2026-08-22,GWL,DBA,145,6.0,3.0,151,42.0,-3.0,5
12920,2026-08-22,DBA,DAA,151,2.0,6.0,154,26.0,-2.0,5
12920,2026-08-22,DAA,VGLJ,154,4.0,2.0,156,37.0,7.0,5
12920,2026-08-22,VGLJ,BAB,156,11.0,4.0,159,32.0,11.0,5
12920,2026-08-22,BAB,LAR,159,16.0,11.0,168,44.0,17.0,5
12920,2026-08-22,LAR,BINA,168,22.0,16.0,175,69.0,-1.0,5
12920,2026-08-22,BINA,BAQ,175,5.0,22.0,181,36.0,2.0,5
12920,2026-08-22,BAQ,BHS,181,5.0,5.0,186,27.0,10.0,5
12920,2026-08-22,BHS,NSZ,186,14.0,5.0,192,57.0,11.0,5
12920,2026-08-22,SEH,KPP,198,76.0,76.0,202,27.0,69.0,5
12920,2026-08-22,KPP,SJP,202,74.0,76.0,204,13.0,72.0,5
12920,2026-08-22,SJP,AKD,204,75.0,74.0,206,15.0,70.0,5
12920,2026-08-22,AKD,BCH,206,75.0,75.0,210,27.0,69.0,5
12920,2026-08-22,BCH,MKC,210,73.0,75.0,212,29.0,58.0,5
12920,2026-08-22,MKC,UJN,212,69.0,73.0,217,51.0,51.0,5
12920,2026-08-22,DWX,INDB,223,65.0,65.0,229,65.0,45.0,5
12920,2026-08-23,CRWL,MCTM,2,20.0,5.0,3,19.0,11.0,6
12920,2026-08-23,MCTM,RMJK,3,21.0,20.0,4,16.0,15.0,6
12920,2026-08-23,RMJK,JAT,4,18.0,21.0,8,56.0,10.0,6
12920,2026-08-23,JAT,MSKT,8,10.0,18.0,18,75.0,-1.0,6
12920,2026-08-23,MSKT,PTKC,18,5.0,10.0,22,40.0,-1.0,6
12920,2026-08-23,PTKC,MEX,22,4.0,5.0,29,36.0,2.0,6
12920,2026-08-23,MEX,DZA,29,7.0,4.0,32,17.0,4.0,6
12920,2026-08-23,DZA,JRC,32,6.0,7.0,45,67.0,-2.0,6
12920,2026-08-23,JRC,LDH,45,7.0,6.0,52,50.0,3.0,6
12920,2026-08-23,LDH,KNN,52,7.0,7.0,59,53.0,5.0,6
12920,2026-08-23,KNN,SIR,59,9.0,7.0,61,16.0,4.0,6
12920,2026-08-23,SIR,UMB,61,10.0,9.0,67,46.0,4.0,6
12920,2026-08-23,UMB,KKDE,67,9.0,10.0,73,35.0,7.0,6
12920,2026-08-23,KKDE,KUN,73,11.0,9.0,78,25.0,17.0,6
12920,2026-08-23,KUN,PNP,78,22.0,11.0,83,24.0,24.0,6
12920,2026-08-23,PNP,SNP,83,28.0,22.0,90,30.0,27.0,6
12920,2026-08-23,SNP,SZM,90,31.0,28.0,99,42.0,20.0,6
12920,2026-08-23,FDB,BVH,109,8.0,8.0,111,11.0,5.0,6
12920,2026-08-23,BVH,PWL,111,9.0,8.0,113,28.0,-6.0,6
12920,2026-08-23,PWL,KSV,113,2.0,9.0,118,28.0,-1.0,6
12920,2026-08-23,KSV,MTJ,118,4.0,2.0,123,30.0,0.0,6
12920,2026-08-23,MTJ,AGC,123,8.0,4.0,131,37.0,7.0,6
12920,2026-08-23,AGC,DHO,131,15.0,8.0,135,58.0,-3.0,6
12920,2026-08-23,DHO,MRA,135,2.0,15.0,139,37.0,-15.0,6
12920,2026-08-23,MRA,GWL,139,3.0,2.0,145,30.0,5.0,6
12920,2026-08-23,GWL,DBA,145,13.0,3.0,151,42.0,9.0,6
12920,2026-08-23,DBA,DAA,151,13.0,13.0,154,26.0,9.0,6
12920,2026-08-23,DAA,VGLJ,154,14.0,13.0,156,37.0,1.0,6
12920,2026-08-23,VGLJ,BAB,156,14.0,14.0,159,32.0,10.0,6
12920,2026-08-23,BAB,LAR,159,17.0,14.0,168,44.0,27.0,6
12920,2026-08-23,LAR,BINA,168,32.0,17.0,175,69.0,10.0,6
12920,2026-08-23,BINA,BAQ,175,23.0,32.0,181,36.0,21.0,6
12920,2026-08-23,BAQ,BHS,181,26.0,23.0,186,27.0,27.0,6
12920,2026-08-23,BHS,NSZ,186,32.0,26.0,192,57.0,19.0,6
12920,2026-08-23,SHRN,SEH,194,30.0,38.0,198,12.0,54.0,6
12920,2026-08-23,SEH,KPP,198,64.0,30.0,202,27.0,57.0,6
12920,2026-08-23,KPP,SJP,202,59.0,64.0,204,13.0,56.0,6
12920,2026-08-23,SJP,AKD,204,60.0,59.0,206,15.0,54.0,6
12920,2026-08-23,AKD,BCH,206,59.0,60.0,210,27.0,51.0,6
12920,2026-08-23,BCH,MKC,210,56.0,59.0,212,29.0,40.0,6
12920,2026-08-23,MKC,UJN,212,48.0,56.0,217,51.0,25.0,6
12920,2026-08-23,DWX,INDB,223,41.0,41.0,229,65.0,17.0,6
12920,2026-08-23,INDB,DADN,229,22.0,41.0,235,50.0,11.0,6
12920,2026-08-24,CRWL,MCTM,2,20.0,13.0,3,19.0,9.0,0
12920,2026-08-24,MCTM,RMJK,3,20.0,20.0,4,16.0,14.0,0
12920,2026-08-24,RMJK,JAT,4,19.0,20.0,8,56.0,17.0,0
12920,2026-08-24,JAT,MSKT,8,18.0,19.0,18,75.0,6.0,0
12920,2026-08-24,MSKT,PTKC,18,10.0,18.0,22,40.0,4.0,0
12920,2026-08-24,PTKC,MEX,22,10.0,10.0,29,36.0,9.0,0
12920,2026-08-24,MEX,DZA,29,13.0,10.0,32,17.0,11.0,0
12920,2026-08-24,DZA,JRC,32,14.0,13.0,45,67.0,2.0,0
12920,2026-08-24,JRC,LDH,45,4.0,14.0,52,50.0,2.0,0
12920,2026-08-24,LDH,KNN,52,7.0,4.0,59,53.0,-2.0,0
12920,2026-08-24,KNN,SIR,59,2.0,7.0,61,16.0,-2.0,0
12920,2026-08-24,SIR,UMB,61,2.0,2.0,67,46.0,-1.0,0
12920,2026-08-24,UMB,KKDE,67,4.0,2.0,73,35.0,3.0,0
12920,2026-08-24,KKDE,KUN,73,8.0,4.0,78,25.0,5.0,0
12920,2026-08-24,KUN,PNP,78,10.0,8.0,83,24.0,14.0,0
12920,2026-08-24,PNP,SNP,83,19.0,10.0,90,30.0,20.0,0
12920,2026-08-24,SNP,SZM,90,25.0,19.0,99,42.0,10.0,0
12920,2026-08-24,FDB,BVH,109,18.0,18.0,111,11.0,14.0,0
12920,2026-08-24,BVH,PWL,111,17.0,18.0,113,28.0,4.0,0
12920,2026-08-24,PWL,KSV,113,8.0,17.0,118,28.0,7.0,0
12920,2026-08-24,KSV,MTJ,118,7.0,8.0,123,30.0,3.0,0
12920,2026-08-24,MTJ,AGC,123,11.0,7.0,131,37.0,17.0,0
12920,2026-08-24,AGC,DHO,131,22.0,11.0,135,58.0,1.0,0
12920,2026-08-24,DHO,MRA,135,2.0,22.0,139,37.0,-9.0,0
12920,2026-08-24,MRA,GWL,139,3.0,2.0,145,30.0,1.0,0
12920,2026-08-24,GWL,DBA,145,11.0,3.0,151,42.0,3.0,0
12920,2026-08-24,DBA,DAA,151,7.0,11.0,154,26.0,4.0,0
12920,2026-08-24,DAA,VGLJ,154,8.0,7.0,156,37.0,-11.0,0
12920,2026-08-24,VGLJ,BAB,156,8.0,8.0,159,32.0,3.0,0
12920,2026-08-24,BAB,LAR,159,8.0,8.0,168,44.0,12.0,0
12920,2026-08-24,LAR,BINA,168,17.0,8.0,175,69.0,0.0,0
12920,2026-08-24,BINA,BAQ,175,8.0,17.0,181,36.0,9.0,0
12920,2026-08-24,BAQ,BHS,181,13.0,8.0,186,27.0,16.0,0
12920,2026-08-24,BHS,NSZ,186,21.0,13.0,192,57.0,40.0,0
12920,2026-08-24,SEH,KPP,198,76.0,76.0,202,27.0,69.0,0
12920,2026-08-24,KPP,SJP,202,73.0,76.0,204,13.0,70.0,0
12920,2026-08-24,SJP,AKD,204,74.0,73.0,206,15.0,68.0,0
12920,2026-08-24,AKD,BCH,206,74.0,74.0,210,27.0,69.0,0
12920,2026-08-24,BCH,MKC,210,76.0,74.0,212,29.0,61.0,0
12920,2026-08-24,MKC,UJN,212,69.0,76.0,217,51.0,48.0,0
12920,2026-08-24,DWX,INDB,223,57.0,57.0,229,65.0,29.0,0
12920,2026-08-24,INDB,DADN,229,33.0,57.0,235,50.0,8.0,0
12920,2026-08-25,CRWL,MCTM,2,12.0,7.0,3,19.0,1.0,1
12920,2026-08-25,MCTM,RMJK,3,11.0,12.0,4,16.0,6.0,1
12920,2026-08-25,RMJK,JAT,4,14.0,11.0,8,56.0,26.0,1
12920,2026-08-25,JAT,MSKT,8,29.0,14.0,18,75.0,17.0,1
12920,2026-08-25,MSKT,PTKC,18,23.0,29.0,22,40.0,15.0,1
12920,2026-08-25,PTKC,MEX,22,20.0,23.0,29,36.0,18.0,1
12920,2026-08-25,MEX,DZA,29,23.0,20.0,32,17.0,19.0,1
12920,2026-08-25,DZA,JRC,32,23.0,23.0,45,67.0,6.0,1
12920,2026-08-25,JRC,LDH,45,10.0,23.0,52,50.0,-5.0,1
12920,2026-08-25,LDH,KNN,52,4.0,10.0,59,53.0,-7.0,1
12920,2026-08-25,KNN,SIR,59,4.0,4.0,61,16.0,0.0,1
12920,2026-08-25,SIR,UMB,61,5.0,4.0,67,46.0,0.0,1
12920,2026-08-25,UMB,KKDE,67,5.0,5.0,73,35.0,3.0,1
12920,2026-08-25,KKDE,KUN,73,7.0,5.0,78,25.0,3.0,1
12920,2026-08-25,KUN,PNP,78,8.0,7.0,83,24.0,12.0,1
12920,2026-08-25,PNP,SNP,83,15.0,8.0,90,30.0,13.0,1
12920,2026-08-25,SNP,SZM,90,18.0,15.0,99,42.0,21.0,1
12920,2026-08-25,FDB,BVH,109,16.0,16.0,111,11.0,11.0,1
12920,2026-08-25,BVH,PWL,111,16.0,16.0,113,28.0,1.0,1
12920,2026-08-25,PWL,KSV,113,3.0,16.0,118,28.0,1.0,1
12920,2026-08-25,KSV,MTJ,118,4.0,3.0,123,30.0,2.0,1
12920,2026-08-25,MTJ,AGC,123,10.0,4.0,131,37.0,13.0,1
12920,2026-08-25,AGC,DHO,131,19.0,10.0,135,58.0,-5.0,1
12920,2026-08-25,DHO,MRA,135,3.0,19.0,139,37.0,-7.0,1
12920,2026-08-25,MRA,GWL,139,3.0,3.0,145,30.0,7.0,1
12920,2026-08-25,GWL,DBA,145,14.0,3.0,151,42.0,9.0,1
12920,2026-08-25,DBA,DAA,151,14.0,14.0,154,26.0,18.0,1
12920,2026-08-25,DAA,VGLJ,154,24.0,14.0,156,37.0,21.0,1
